"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Travis Kelce",KC,"at NYJ","5.0","A+","16.6","-0.6","43% (7/16)","15%","Great"
"2","T.J. Hockenson",MIN,"at CAR","5.2","A","13.4","+1.5","37% (6/16)","19%","Average"
"3","George Kittle",SF,"vs. ARI","7.0","A","13.0","+0.2","37% (6/16)","3%","Bad"
"4","Darren Waller",NYG,"vs. SEA","7.0","A","11.2","-1.8","37% (3/8)","12%","Bad"
"5","Mark Andrews",BAL,"at CLE","5.6","A-","11.1","-3.9","28% (4/14)","9%","Great"
"6","Sam LaPorta",DET,"at GB","8.2","B+","10.9","+4.3","100% (3/3)","4%","Great"
"7","Evan Engram",JAC,"vs. ATL","6.0","B","10.9","+1.9","62% (10/16)","3%","Bad"
"8","Dallas Goedert",PHI,"vs. WAS","2.6","B-","9.4","-1.0","27% (3/11)","2%","Bad"
"9","Kyle Pitts",ATL,"at JAC","8.0","C+","9.2","-2.3","20% (2/10)","15%","Bad"
"10","Pat Freiermuth",PIT,"at HOU","5.2","C","9.2","-1.5","40% (6/15)","29%","Good"
"11","Luke Musgrave",GB,"vs. DET","8.2","C","9.0","-0.5","66% (2/3)","4%","Bad"
"12","Tyler Higbee",LAR,"at IND","7.6","C","8.7","-1.2","31% (5/16)","3%","Bad"
"13","Jake Ferguson",DAL,"vs. NE","8.4","C-","8.6","+0.6","46% (7/15)","19%","Bad"
"14","Hunter Henry",NE,"at DAL","2.4","C-","8.5","+0.9","50% (8/16)","4%","Great"
"15","Zach Ertz",ARI,"at SF","5.8","D+","8.3","+0.3","55% (5/9)","13%","Bad"
"16","Dalton Kincaid",BUF,"vs. MIA","9.0","D+","8.1","-2.2","0% (0/3)","3%","Bad"
"17","David Njoku",CLE,"vs. BAL","5.8","D","7.8","-0.7","30% (4/13)","3%","Bad"
"18","Gerald Everett",LAC,"vs. LV","8.0","D","7.7","-1.9","37% (6/16)","5%","Bad"
"19","Cole Kmet",CHI,"vs. DEN","5.4","D","7.6","+1.0","37% (6/16)","7%","Bad"
"20","Dawson Knox",BUF,"vs. MIA","9.2","D-","7.4","+0.4","53% (8/15)","21%","Bad"
"21","Hayden Hurst",CAR,"vs. MIN","8.6","D-","7.3","+0.2","38% (5/13)","16%","Great"
"22","Chigoziem Okonkwo",TEN,"vs. CIN","5.0","F","7.0","+0.6","50% (8/16)","3%","Bad"
"23","Kylen Granson",IND,"vs. LAR","7.2","F","6.9","+0.6","53% (7/13)","13%","Average"
"24","Logan Thomas",WAS,"at PHI","4.4","F","6.9","-1.0","41% (5/12)","23%","Average"
"25","Dalton Schultz",HOU,"vs. PIT","6.0","F","6.7","-1.0","40% (6/15)","7%","Bad"
"26","Tyler Conklin",NYJ,"vs. KC","8.0","F","6.7","-0.3","43% (7/16)","1%","Bad"
"27","Cade Otton",TB,"at NO","2.0","F","6.1","+0.3","50% (8/16)","3%","Bad"
"28","Juwan Johnson",NO,"vs. TB","6.6","F","6.0","+1.7","46% (7/15)","4%","Bad"
"29","Noah Fant",SEA,"at NYG","8.8","F","6.0","+0.6","56% (9/16)","2%","Bad"
"30","Adam Trautman",DEN,"at CHI","5.4","F","5.3","-0.3","50% (7/14)","9%","Bad"
"31","Taysom Hill",NO,"vs. TB","5.8","F","5.1","+5.3","75% (12/16)","7%","Bad"
"32","Donald Parham Jr.",LAC,"vs. LV","6.8","F","5.0","+1.2","50% (5/10)","14%","Great"
"33","Durham Smythe",MIA,"at BUF","3.4","F","5.0","-0.5","26% (4/15)","7%","Bad"
"34","Mike Gesicki",NE,"at DAL","3.2","F","4.9","0.0","31% (5/16)","1%","Bad"
"35","Jonnu Smith",ATL,"at JAC","-","F","4.3","-0.1","57% (8/14)","19%","Bad"
"36","Trey McBride",ARI,"at SF","4.8","F","4.1","+0.3","37% (6/16)","1%","Bad"
"37","Colby Parkinson",SEA,"at NYG","-","F","4.1","+0.1","37% (6/16)","8%","Bad"
"38","Cole Turner",WAS,"at PHI","4.4","F","4.0","-0.3","36% (4/11)","14%","Bad"
"39","Noah Gray",KC,"at NYJ","5.0","F","3.6","+0.9","47% (8/17)","0%","Bad"
"40","Austin Hooper",LV,"at LAC","-","F","3.5","0.0","31% (5/16)","3%","Bad"
"41","Michael Mayer",LV,"at LAC","-","F","3.4","-1.9","0% (0/3)","0%","N/A"
"42","John Bates",WAS,"at PHI","-","F","3.3","-0.5","26% (4/15)","11%","Bad"
"43","Isaiah Likely",BAL,"at CLE","-","F","3.0","0.0","40% (6/15)","1%","Bad"
"44","Julian Hill",MIA,"at BUF","-","F","2.8","-","-","0%","N/A"
"45","Brevin Jordan",HOU,"vs. PIT","-","F","2.6","0.0","45% (5/11)","10%","Great"
"46","Tanner Hudson",CIN,"at TEN","-","F","2.6","-0.4","33% (3/9)","2%","Bad"
"47","Josh Oliver",MIN,"at CAR","-","F","2.5","+0.6","43% (7/16)","6%","Great"
"48","Harrison Bryant",CLE,"vs. BAL","-","F","2.4","-0.7","37% (6/16)","0%","N/A"
"49","Daniel Bellinger",NYG,"vs. SEA","-","F","2.3","0.0","50% (6/12)","0%","N/A"
"50","Will Dissly",SEA,"at NYG","-","F","2.1","0.0","30% (4/13)","0%","Bad"
"51","Irv Smith Jr.",CIN,"at TEN","-","F","2.1","-1.4","33% (2/6)","5%","Bad"
"52","Mitchell Wilcox",CIN,"at TEN","-","F","2.0","+0.2","33% (5/15)","1%","Bad"
"53","Mo Alie-Cox",IND,"vs. LAR","-","F","1.9","-1.2","6% (1/16)","2%","Bad"
"54","Andrew Ogletree",IND,"vs. LAR","-","F","1.9","-","-","0%","N/A"
"55","C.J. Uzomah",NYJ,"vs. KC","-","F","1.9","+0.5","50% (8/16)","0%","N/A"
"56","Drew Sample",CIN,"at TEN","-","F","1.8","-1.4","0% (0/3)","0%","N/A"
"57","Connor Heyward",PIT,"at HOU","-","F","1.7","-0.1","37% (3/8)","22%","Bad"
"58","Brock Wright",DET,"at GB","-","F","1.5","+0.4","31% (5/16)","0%","N/A"
"59","Peyton Hendershot",DAL,"vs. NE","-","F","1.4","+0.3","33% (5/15)","9%","Bad"
"60","Luke Schoonmaker",DAL,"vs. NE","-","F","1.3","+1.1","33% (1/3)","0%","N/A"
"61","Robert Tonyan",CHI,"vs. DEN","-","F","1.3","-1.0","18% (3/16)","2%","Bad"
"62","Stone Smartt",LAC,"vs. LV","-","F","1.2","-","-","1%","Bad"
"63","Darnell Washington",PIT,"at HOU","-","F","1.2","-1.4","0% (0/3)","0%","N/A"
"64","Brycen Hopkins",LAR,"at IND","-","F","1.2","-0.2","35% (5/14)","0%","N/A"
"65","Geoff Swaim",ARI,"at SF","-","F","1.1","-1.7","0% (0/15)","0%","N/A"
"66","Pharaoh Brown",NE,"at DAL","-","F","1.1","+0.3","15% (2/13)","2%","Great"
"67","Tommy Tremble",CAR,"vs. MIN","-","F","1.0","+0.3","37% (6/16)","10%","Bad"
"68","Jordan Akins",CLE,"vs. BAL","-","F","0.9","+0.5","43% (7/16)","0%","N/A"
"69","Brenton Strange",JAC,"vs. ATL","-","F","0.9","-0.5","33% (1/3)","0%","Bad"
"70","Ian Thomas",CAR,"vs. MIN","-","F","0.9","-0.9","25% (4/16)","0%","N/A"
"71","Josiah Deguara",GB,"vs. DET","-","F","0.8","-0.9","26% (4/15)","0%","Bad"
"72","Jack Stoll",PHI,"vs. WAS","-","F","0.8","-0.7","40% (6/15)","4%","Bad"
"73","Foster Moreau",NO,"vs. TB","-","F","0.8","-0.3","35% (5/14)","5%","Bad"
"74","Ko Kieft",TB,"at NO","-","F","0.7","-0.3","37% (6/16)","8%","Bad"
"75","Trevon Wesco",TEN,"vs. CIN","-","F","0.7","-0.4","15% (2/13)","0%","N/A"
"76","Jimmy Graham",NO,"vs. TB","-","F","0.7","+1.5","33% (1/3)","5%","Great"
"77","Nate Adkins",DEN,"at CHI","-","F","0.7","-","-","0%","N/A"
"78","David Wells",TB,"at NO","-","F","0.7","-","-","0%","Bad"
"79","Teagan Quitoriano",HOU,"vs. PIT","-","F","0.7","-0.7","23% (3/13)","0%","N/A"
"80","Luke Farrell",JAC,"vs. ATL","-","F","0.7","-0.5","20% (3/15)","0%","N/A"
"81","Chris Manhertz",DEN,"at CHI","-","F","0.6","-0.6","20% (3/15)","5%","Bad"
"82","Tucker Kraft",GB,"vs. DET","-","F","0.6","-1.1","0% (0/3)","3%","Bad"
"83","MyCole Pruitt",ATL,"at JAC","-","F","0.6","+0.6","40% (6/15)","0%","N/A"
"84","Blake Bell",KC,"at NYJ","-","F","0.5","-0.4","20% (1/5)","13%","Great"
"85","Charlie Woerner",SF,"vs. ARI","-","F","0.5","-0.4","0% (0/15)","0%","N/A"
"86","Andrew Beck",HOU,"vs. PIT","-","F","0.3","-0.6","9% (1/11)","21%","Bad"
"87","Quintin Morris",BUF,"vs. MIA","-","F","0.3","-0.8","7% (1/14)","0%","N/A"
"88","James Mitchell",DET,"at GB","-","F","0.3","-0.5","25% (4/16)","0%","N/A"
"89","Josh Whyle",TEN,"vs. CIN","-","F","0.3","-0.7","0% (0/3)","0%","N/A"
"90","Charlie Kolar",BAL,"at CLE","-","F","0.3","-1.6","0% (0/5)","0%","N/A"
"91","Grant Calcaterra",PHI,"vs. WAS","-","F","0.3","-0.9","13% (2/15)","0%","N/A"
"92","Ross Dwelley",SF,"vs. ARI","-","F","0.3","-1.8","8% (1/12)","0%","N/A"
"93","Payne Durham",TB,"at NO","-","F","0.3","-","-","0%","N/A"
"94","Giovanni Ricci",CAR,"vs. MIN","-","F","0.3","-0.4","23% (3/13)","0%","N/A"
"95","Jeremy Ruckert",NYJ,"vs. KC","-","F","0.3","-0.9","0% (0/9)","0%","N/A"
"96","Marcedes Lewis",CHI,"vs. DEN","-","F","0.2","+0.2","31% (5/16)","0%","N/A"
"97","Tre' McKitty",LAC,"vs. LV","-","F","0.2","-1.0","12% (2/16)","0%","N/A"
"98","Johnny Mundt",MIN,"at CAR","-","F","0.2","0.0","33% (5/15)","0%","N/A"
"99","Ben Sims",GB,"vs. DET","-","F","0.2","-","-","0%","N/A"
"100","Tyler Kroft",MIA,"at BUF","-","F","0.2","-","-","0%","N/A"
"101","Davis Allen",LAR,"at IND","-","F","0.2","-1.0","0% (0/3)","0%","N/A"
"102","Darrell Daniels",DET,"at GB","-","F","0.0","-","-","0%","N/A"
"103","Brayden Willis",SF,"vs. ARI","-","F","0.0","-","-","0%","N/A"
