"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Patrick Mahomes II ",KC,"at MIN"," 7.8","A+","23.1","+0.4","58% (10/17)","12%","Bad"
"2","Jalen Hurts ",PHI,"at LAR"," 5.6","A","22.6","+2.3","64% (9/14)","22%","Good"
"3","Josh Allen ",BUF,"vs. JAC"," 7.0","A","21.5","-1.2","37% (6/16)","5%","Good"
"4","Tua Tagovailoa ",MIA,"vs. NYG"," 8.8","A-","20.8","+0.8","46% (6/13)","4%","Average"
"5","Lamar Jackson ",BAL,"at PIT"," 5.4","A-","19.9","-4.5","33% (4/12)","9%","Great"
"6","Anthony Richardson ",IND,"vs. TEN"," 8.8","B+","19.1","+4.3","66% (2/3)","20%","Great"
"7","Kirk Cousins ",MIN,"vs. KC"," 6.2","B+","18.6","+2.1","56% (9/16)","2%","Good"
"8","Justin Fields ",CHI,"at WAS"," 4.6","B","18.1","+3.6","66% (10/15)","8%","Great"
"9","Jared Goff ",DET,"vs. CAR"," 3.8","B","17.7","+0.2","50% (8/16)","7%","Great"
"10","Trevor Lawrence ",JAC,"at BUF"," 2.6","B-","17.5","+1.0","43% (7/16)","8%","Bad"
"11","Jordan Love ",GB,"at LV"," 8.2","B","17.4","+2.0","35% (5/14)","4%","Good"
"12","Sam Howell ",WAS,"vs. CHI"," 9.9","B-","17.3","+0.1","28% (2/7)","1%","Bad"
"13","Joe Burrow ",CIN,"at ARI"," 8.4","C+","17.2","-0.1","37% (6/16)","0%","Bad"
"14","C.J. Stroud ",HOU,"at ATL"," 5.0","C+","17.0","+4.1","75% (3/4)","9%","Good"
"15","Daniel Jones ",NYG,"at MIA"," 5.6","C+","16.8","+0.7","50% (8/16)","10%","Bad"
"16","Matthew Stafford ",LAR,"vs. PHI"," 8.2","C","16.6","-1.0","55% (5/9)","6%","Bad"
"17","Brock Purdy ",SF,"vs. DAL"," 2.2","C","16.4","+1.4","57% (8/14)","9%","Average"
"18","Russell Wilson ",DEN,"vs. NYJ"," 3.8","C-","16.2","+0.1","35% (5/14)","3%","Good"
"19","Joshua Dobbs ",ARI,"vs. CIN"," 6.8","C-","16.1","+1.2","33% (4/12)","3%","Average"
"20","Dak Prescott ",DAL,"at SF"," 4.4","D+","15.8","+0.6","50% (7/14)","1%","Bad"
"21","Jimmy Garoppolo ",LV,"vs. GB"," 7.2","D","15.5","+2.1","70% (7/10)","5%","Average"
"22","Zach Wilson ",NYJ,"at DEN"," 9.8","D","15.0","-2.5","27% (3/11)","2%","Great"
"23","Ryan Tannehill ",TEN,"at IND"," 6.0","D-","14.6","-1.0","41% (5/12)","2%","Bad"
"24","Bryce Young ",CAR,"at DET"," 4.6","F","14.1","-4.5","0% (0/3)","1%","Bad"
"25","Mac Jones ",NE,"vs. NO"," 3.8","F","13.7","-1.4","28% (4/14)","1%","Average"
"26","Derek Carr ",NO,"at NE"," 5.6","F","13.5","-2.7","40% (6/15)","1%","Bad"
"27","Desmond Ridder ",ATL,"vs. HOU"," 4.8","F","13.4","-1.9","6% (1/15)","2%","Average"
"28","Kenny Pickett ",PIT,"vs. BAL"," 5.2","F","13.3","-2.9","26% (4/15)","0%","Average"
"29","Mitch Trubisky ",PIT,"vs. BAL"," 5.6","F","7.3","+1.6","25% (3/12)","0%","Bad"
"30","Aidan O'Connell ",LV,"vs. GB"," 7.4","F","0.0","-4.4","0% (0/1)","25%","Bad"
"31","Jameis Winston ",NO,"at NE"," 5.4","F","0.0","-0.7","8% (1/12)","0%","Bad"
"32","Andy Dalton ",CAR,"at DET"," 4.4","F","0.0","-0.1","33% (5/15)","0%","Great"
"33","Brian Hoyer ",LV,"vs. GB"," 7.2","F","0.0","-0.6","0% (0/3)","0%","N/A"
"34","AJ McCarron ",CIN,"at ARI","-","F","0.0","-","-","0%","N/A"
"35","Brett Rypien ",LAR,"vs. PHI","-","F","0.0","-0.9","9% (1/11)","0%","N/A"
