"RK","Name","POS","Team","Opp","FPTS","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","REC","YDS","TD","UP","DOWN","MOVE","WW","INJ"
"1","Alvin Kamara","RB","NO","NYG","23.8","","0","0","0","0","20.5","94.3","0.73","5.1","40.1","0.16","-","-","-","-","-"
"2","Jalen Hurts","QB","PHI","CAR","23.1","25","17","202","1.21","0.44","10.9","47.9","1.01","-","-","-","-","-","-","-","-"
"3","Saquon Barkley","RB","PHI","CAR","23.0","","0","0","0","0","21.1","121.6","0.92","2.7","20.8","0.11","-","-","-","-","-"
"4","Josh Allen","QB","BUF","LA","21.8","33","22","249","1.74","0.77","6.4","30.0","0.47","-","-","-","-","-","-","-","-"
"5","Joe Burrow","QB","CIN","DAL","21.6","38","26","285","2.24","0.74","2.4","14.5","0.12","-","-","-","-","-","-","-","-"
"6","Ja'Marr Chase","WR","CIN","DAL","19.9","","0","0","0","0","0.0","0.2","-","6.8","85.8","0.77","-","-","-","-","-"
"7","Tee Higgins","WR","CIN","DAL","19.3","","0","0","0","0","-","-","-","6.7","85.6","0.69","-","-","-","-","-"
"8","Sam Darnold","QB","MIN","ATL","19.2","34","22","262","1.89","0.83","4.4","16.3","0.11","-","-","-","-","-","-","-","-"
"9","Baker Mayfield","QB","TB","LV","18.7","35","24","254","1.86","0.76","3.5","14.4","0.12","-","-","-","-","-","-","-","-"
"10","Patrick Mahomes","QB","KC","LAC","18.7","37","25","257","1.69","0.89","3.3","19.7","0.13","-","-","-","-","-","-","-","-"
"11","Kyler Murray","QB","ARZ","SEA","18.7","32","21","240","1.38","0.64","4.3","27.9","0.28","-","-","-","-","-","-","-","-"
"12","De'Von Achane","RB","MIA","NYJ","18.7","","0","0","0","0","13.0","54.4","0.46","4.6","36.5","0.38","-","-","-","-","-"
"13","Bijan Robinson","RB","ATL","MIN","18.6","","0","0","0","0","15.8","66.5","0.44","4.8","36.2","0.16","-","-","-","-","-"
"14","Justin Jefferson","WR","MIN","ATL","18.6","","0","0","0","0","-","-","-","6.1","88.4","0.62","-","-","-","-","-"
"15","Puka Nacua","WR","LA","BUF","18.6","","0","0","0","0","0.5","2.6","0.02","6.6","83.8","0.53","-","-","-","-","-"
"16","Chase Brown","RB","CIN","DAL","18.5","","0","0","0","0","17.9","78.2","0.72","3.3","24.8","0.12","-","-","-","-","-"
"17","Mike Evans","WR","TB","LV","18.5","","0","0","0","0","-","-","-","5.8","80.6","0.77","-","-","-","-","-"
"18","Brock Bowers","TE","LV","TB","18.2","","0","0","0","0","0.5","2.3","0.02","7.2","78.8","0.46","-","-","-","-","-"
"19","CeeDee Lamb","WR","DAL","CIN","17.7","","0","0","0","0","0.9","5.0","0.04","7.1","75.2","0.41","-","-","-","-","-"
"20","Tua Tagovailoa","QB","MIA","NYJ","17.5","34","24","259","1.78","0.46","1.8","4.8","0.05","-","-","-","-","-","-","-","-"
"21","Malik Nabers","WR","NYG","NO","17.4","","0","0","0","0","0.6","3.2","0.03","7.0","77.3","0.37","-","-","-","-","-"
"22","Jordan Love","QB","GB","DET","17.3","35","22","269","1.68","1.02","1.6","5.9","0.08","-","-","-","-","-","-","-","-"
"23","Jared Goff","QB","DET","GB","17.3","31","21","259","1.72","0.68","2.0","6.1","0.05","-","-","-","-","-","-","-","-"
"24","Brock Purdy","QB","SF","CHI","17.2","28","19","234","1.26","0.67","4.6","26.1","0.18","-","-","-","-","-","-","-","-"
"25","Russell Wilson","QB","PIT","CLV","17.2","31","20","259","1.54","0.54","3.2","9.2","0.09","-","-","-","-","-","-","-","-"
"26","Josh Jacobs","RB","GB","DET","17.1","","0","0","0","0","17.6","73.2","0.63","3.1","25.7","0.09","-","-","-","-","-"
"27","Amon-Ra St. Brown","WR","DET","GB","17.1","","0","0","0","0","0.1","0.5","0.01","6.0","75.4","0.58","-","-","-","-","-"
"28","Justin Herbert","QB","LAC","KC","17.0","32","21","239","1.23","0.37","4.9","19.3","0.18","-","-","-","-","-","-","-","-"
"29","Cooper Rush","QB","DAL","CIN","17.0","40","26","258","1.45","0.58","2.9","10.1","0.12","-","-","-","-","-","-","-","-"
"30","Bucky Irving","RB","TB","LV","16.7","","0","0","0","0","13.8","67.4","0.53","3.5","27.7","0.10","-","-","-","-","-"
"31","Geno Smith","QB","SEA","ARZ","16.7","35","24","259","1.30","0.81","3.7","14.9","0.12","-","-","-","-","-","-","-","-"
"32","Drake London","WR","ATL","MIN","16.7","","0","0","0","0","0.2","1.1","0.01","6.3","75.1","0.46","-","-","-","-","-"
"33","Trey McBride","TE","ARZ","SEA","16.7","","0","0","0","0","0.1","0.3","0.00","6.9","78.2","0.33","-","-","-","-","-"
"34","Matthew Stafford","QB","LA","BUF","16.6","35","24","262","1.72","0.77","1.2","0.7","0.03","-","-","-","-","-","-","-","-"
"35","Caleb Williams","QB","CHI","SF","16.6","34","21","218","1.20","0.52","4.6","30.0","0.14","-","-","-","-","-","-","-","-"
"36","Cooper Kupp","WR","LA","BUF","16.6","","0","0","0","0","0.1","0.6","-","6.4","69.8","0.54","-","-","-","-","-"
"37","Will Levis","QB","TEN","JAX","16.4","29","19","218","1.48","0.74","5.3","19.4","0.14","-","-","-","-","-","-","-","-"
"38","Tony Pollard","RB","TEN","JAX","16.2","","0","0","0","0","17.3","75.8","0.49","3.1","20.1","0.12","-","-","-","-","-"
"39","George Pickens","WR","PIT","CLV","16.1","","0","0","0","0","0.1","0.8","0.01","4.7","81.7","0.53","-","-","-","-","-"
"40","Kenneth Walker III","RB","SEA","ARZ","16.0","","0","0","0","0","15.5","62.5","0.62","3.2","23.1","0.11","-","-","-","-","-"
"41","Jerry Jeudy","WR","CLV","PIT","15.9","","0","0","0","0","-","-","-","5.2","84.2","0.38","-","-","-","-","-"
