"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Josh Allen",BUF,"vs. ATL"," 9.2","A+","25.2","+0.8","50% (8/16)","7%","Average"
"2","Patrick Mahomes II",KC,"at CIN"," 4.8","A","23.1","-1.7","40% (6/15)","2%","Good"
"3","Aaron Rodgers",GB,"vs. MIN"," 7.0","A","22.4","+0.5","62% (10/16)","2%","Average"
"4","Tom Brady",TB,"at NYJ"," 9.6","A","21.5","+1.4","56% (9/16)","2%","Good"
"5","Matthew Stafford",LAR,"at BAL"," 9.0","A","21.2","+1.0","62% (10/16)","2%","Average"
"6","Jalen Hurts",PHI,"at WAS"," 9.0","B+","20.8","+0.2","53% (8/15)","14%","Average"
"7","Justin Herbert",LAC,"vs. DEN"," 5.2","B+","20.4","+2.9","56% (9/16)","6%","Average"
"8","Dak Prescott",DAL,"vs. ARI"," 4.6","B","20.1","-1.4","50% (7/14)","4%","Average"
"9","Kyler Murray",ARI,"at DAL"," 4.2","B","19.9","-1.7","30% (4/13)","7%","Average"
"10","Joe Burrow",CIN,"vs. KC"," 4.6","B","19.5","+1.4","66% (10/15)","3%","Great"
"11","Taysom Hill",NO,"vs. CAR"," 7.4","B-","19.1","+1.4","46% (6/13)","7%","Good"
"12","Trey Lance",SF,"vs. HOU"," 6.2","B-","18.6","-0.2","21% (3/14)","6%","Good"
"13","Russell Wilson",SEA,"vs. DET"," 7.4","B-","18.1","-3.0","46% (6/13)","0%","Great"
"14","Tua Tagovailoa",MIA,"at TEN"," 6.2","C+","17.5","+0.3","58% (7/12)","4%","Average"
"15","Ryan Tannehill",TEN,"vs. MIA"," 5.8","C+","17.0","-2.4","35% (6/17)","5%","Awful"
"16","Tyler Huntley",BAL,"vs. LAR","-","C-","16.5","+1.7","26% (4/15)","4%","Awful"
"17","Derek Carr",LV,"at IND"," 8.0","C","16.2","-2.4","47% (8/17)","3%","Awful"
"18","Mac Jones",NE,"vs. JAC"," 7.8","C-","15.9","-2.3","33% (5/15)","1%","Awful"
"19","Ben Roethlisberger",PIT,"vs. CLE"," 7.2","D+","15.5","-0.8","35% (5/14)","3%","Awful"
"20","Davis Mills",HOU,"at SF"," 5.8","D+","15.4","-0.4","38% (5/13)","1%","Good"
"21","Taylor Heinicke",WAS,"vs. PHI"," 5.2","D","15.1","+0.1","42% (6/14)","4%","Average"
"22","Baker Mayfield",CLE,"at PIT"," 5.2","D-","14.9","-2.9","33% (5/15)","1%","Average"
"23","Carson Wentz",IND,"vs. LV"," 7.0","D","14.6","-0.4","60% (9/15)","3%","Average"
"24","Zach Wilson",NYJ,"vs. TB"," 5.0","F","14.4","-1.4","36% (4/11)","5%","Awful"
"25","Matt Ryan",ATL,"at BUF"," 2.0","F","14.2","-1.6","31% (5/16)","5%","Awful"
"26","Trevor Lawrence",JAC,"at NE"," 2.6","F","14.1","-3.5","26% (4/15)","6%","Awful"
"27","Drew Lock",DEN,"at LAC"," 7.8","F","13.9","-0.1","20% (3/15)","1%","Awful"
"28","Sam Darnold",CAR,"at NO"," 4.2","F","13.6","-0.5","45% (5/11)","6%","Poor"
"29","Justin Fields",CHI,"vs. NYG"," 4.2","F","13.3","-1.9","41% (5/12)","3%","Awful"
"30","Tim Boyle",DET,"at SEA"," 3.0","F","13.0","-2.9","0% (0/6)","0%","Awful"
"31","Mike Glennon",NYG,"at CHI"," 8.8","F","12.5","-0.1","25% (4/16)","1%","Awful"
"32","Sean Mannion",MIN,"at GB","-","F","12.0","-0.2","0% (0/13)","0%","N/A"
"33","Cam Newton",CAR,"at NO"," 4.4","F","11.5","+1.4","50% (4/8)","10%","Great"
"34","Lamar Jackson",BAL,"vs. LAR"," 5.0","F","10.8","-4.1","28% (4/14)","11%","Awful"
"35","Sam Ehlinger",IND,"vs. LV","-","F","10.1","-0.2","0% (0/3)","4%","Awful"
"36","Andy Dalton",CHI,"vs. NYG","-","F","9.1","+0.1","25% (3/12)","5%","Average"
"37","Jared Goff",DET,"at SEA"," 5.4","F","5.9","-0.6","46% (6/13)","1%","Awful"
"38","Jake Fromm",NYG,"at CHI","-","F","4.0","-3.1","25% (1/4)","0%","Awful"
"39","Kyle Allen",WAS,"vs. PHI"," 5.0","F","2.2","-0.1","16% (2/12)","7%","Good"
"40","Jimmy Garoppolo",SF,"vs. HOU"," 7.2","F","1.3","-0.5","28% (4/14)","3%","Good"
"41","Nick Foles",CHI,"vs. NYG"," 4.0","F","0.1","-0.7","25% (1/4)","4%","Awful"
"42","Marcus Mariota",LV,"at IND","-","F","0.0","+0.3","18% (2/11)","2%","Great"
"43","Josh Johnson",BAL,"vs. LAR"," 4.6","F","-","-","-","2%","Great"
"44","Kellen Mond",MIN,"at GB","-","F","-","-0.2","0% (0/1)","0%","N/A"
"45","Ian Book",NO,"vs. CAR"," 2.2","F","-","-4.5","0% (0/2)","0%","Awful"
