"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Ja'Marr Chase","CIN","wr","7","SEA","22.7","0","0","0","0","0","0","0","0","0","0","9.985","7.0958","98.5628","0.7314","0.109","0.0545","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Stefon Diggs","BUF","wr","13","NYG","21.4","8900","0","0","0","0","0","0","0","0","0","9.947","7.0836","90.8366","0.6698","0.0631","0.0315","0.0194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Tyreek Hill","MIA","wr","10","CAR","20.8","9400","0","0","0","0","0","0","0.2225","1.0099","0.016","10.0391","7.0564","89.0839","0.5852","0.0809","0.0405","0.0178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Davante Adams","LV","wr","13","NE","19.7","8200","0","0","0","0","0","0","0","0","0","9.8808","6.6584","84.6135","0.6021","0.0387","0.0194","0.0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Keenan Allen","LAC","wr","5","DAL","19.5","8600","0","0","0","0","0","0","0.2327","1.0404","0.0122","10.4429","7.598","81.8541","0.4409","0.0821","0.041","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Christian McCaffrey","SF","rb","9","@CLV","18.2","9400","0","0","0","0","0","0","15.0324","68.951","0.4477","5.034","4.0246","30.685","0.1527","0.0964","0.0482","0.0048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Austin Ekeler","LAC","rb","5","DAL","17.9","8600","0","0","0","0","0","0","12.4496","53.471","0.4538","5.7121","4.789","33.8929","0.2235","0.2312","0.1156","0.0276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Bijan Robinson","ATL","rb","11","WAS","17.7","7300","0","0","0","0","0","0","13.2835","60.6339","0.4922","5.0455","4.0472","30.973","0.1781","0.124","0.062","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Josh Jacobs","LV","rb","13","NE","17.4","7400","0","0","0","0","0","0","16.1537","72.1623","0.5484","3.9252","3.2227","23.5326","0.1169","0.1148","0.0574","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","David Montgomery","DET","rb","9","@TB","17.1","7200","0","0","0","0","0","0","16.5207","67.9567","0.4988","4.132","3.303","26.8113","0.1314","0.1242","0.0621","0.0053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
